event_id,service_area_id,district,action_id,action_name,action_group,event_date,prior_complaint_rate,prior_peak_ratio,accepted_flag,satisfaction_rating
EV000499,SA03005,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-15,0.4,1.63,1,
EV000500,SA03005,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-27,0.4,1.63,0,
EV000501,SA03005,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-04,0.4,1.63,0,
EV000502,SA03005,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-06-09,0.4,1.63,0,4
EV000503,SA03006,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-03-12,0.2,1.55,0,
EV000504,SA03006,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-22,0.2,1.55,0,
EV000505,SA03006,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-27,0.2,1.55,1,5
EV000506,SA03007,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-22,1.8,1.47,0,
EV000507,SA03007,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-21,1.8,1.47,0,
EV000508,SA03007,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-05,1.8,1.47,0,
EV000509,SA03008,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-06,0.2,1.73,0,
EV000510,SA03008,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-25,0.2,1.73,1,
EV000511,SA03008,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-03-30,0.2,1.73,0,
EV000512,SA03009,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-26,0.6,1.6,0,3
EV000513,SA03009,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-03-11,0.6,1.6,1,
EV000514,SA03009,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-17,0.6,1.6,0,
EV000515,SA03010,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-15,2.4,1.49,0,
EV000516,SA03010,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-03-19,2.4,1.49,0,
EV000517,SA03010,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-19,2.4,1.49,0,
EV000518,SA03010,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-06-01,2.4,1.49,0,4
EV000519,SA03010,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-02,2.4,1.49,1,
EV000520,SA03011,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-03,2.2,1.64,1,
EV000521,SA03011,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-10,2.2,1.64,0,
EV000522,SA03011,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-02,2.2,1.64,0,
EV000523,SA03011,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-06-05,2.2,1.64,0,
EV000524,SA03011,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-03-26,2.2,1.64,1,
EV000525,SA03012,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-11,1.7,2.01,0,5
EV000526,SA03012,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-29,1.7,2.01,0,
EV000527,SA03012,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-18,1.7,2.01,0,
EV000528,SA03012,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-16,1.7,2.01,0,4
EV000529,SA03012,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-17,1.7,2.01,0,
EV000530,SA03012,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-04,1.7,2.01,1,5
EV000531,SA03012,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-31,1.7,2.01,0,
EV000532,SA03013,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-03,0.2,1.52,1,
EV000533,SA03013,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-07,0.2,1.52,0,
EV000534,SA03013,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-08,0.2,1.52,0,
EV000535,SA03014,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-03-01,6,1.12,0,4
EV000536,SA03014,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-19,6,1.12,0,4
EV000537,SA03014,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-28,6,1.12,0,4
EV000538,SA03014,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-14,6,1.12,1,
EV000539,SA03014,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-13,6,1.12,0,
EV000540,SA03014,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-03-14,6,1.12,0,
EV000541,SA03014,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-06-08,6,1.12,1,
EV000542,SA03014,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-02,6,1.12,0,
EV000543,SA03014,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-01,6,1.12,1,
EV000544,SA03015,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-08,5.5,1.26,1,5
EV000545,SA03016,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-19,5.5,1.48,1,
EV000546,SA03016,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-19,5.5,1.48,0,
EV000547,SA03016,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-06-04,5.5,1.48,0,4
EV000548,SA03016,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-08,5.5,1.48,0,
EV000549,SA03016,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-24,5.5,1.48,1,
EV000550,SA03017,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-01,0.6,1.35,0,
EV000551,SA03017,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-13,0.6,1.35,0,
EV000552,SA03017,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-04,0.6,1.35,0,4
EV000553,SA03017,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-22,0.6,1.35,0,5
EV000554,SA03017,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-08,0.6,1.35,0,
EV000555,SA03018,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-20,5.1,1.26,0,
EV000556,SA03018,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-21,5.1,1.26,0,5
EV000557,SA03018,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-31,5.1,1.26,0,
EV000558,SA03018,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-16,5.1,1.26,1,
EV000559,SA03018,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-22,5.1,1.26,1,
EV000560,SA03018,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-11,5.1,1.26,0,
EV000561,SA03019,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-26,4.1,1.34,0,
EV000562,SA03019,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-06-01,4.1,1.34,0,
EV000563,SA03019,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-04-21,4.1,1.34,0,
EV000564,SA03019,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-03,4.1,1.34,0,
EV000565,SA03019,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-25,4.1,1.34,0,
EV000566,SA03019,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-30,4.1,1.34,1,
EV000567,SA03020,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-01-26,2.9,1.75,0,
EV000568,SA03021,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-13,5.6,1.38,0,
EV000569,SA03021,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-20,5.6,1.38,1,
EV000570,SA03021,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-02-21,5.6,1.38,0,
EV000571,SA03021,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-20,5.6,1.38,0,
EV000572,SA03022,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-23,3.6,1.05,0,3
EV000573,SA03023,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-10,3.8,1.4,0,
EV000574,SA03023,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-24,3.8,1.4,0,4
EV000575,SA03023,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-26,3.8,1.4,1,
EV000576,SA03023,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-23,3.8,1.4,0,
EV000577,SA03023,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-12,3.8,1.4,1,
EV000578,SA03024,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-06-01,2.7,1.35,0,
EV000579,SA03024,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-06-08,2.7,1.35,0,4
EV000580,SA03024,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-24,2.7,1.35,0,4
EV000581,SA03024,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-10,2.7,1.35,1,
EV000582,SA03024,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-04-21,2.7,1.35,0,
EV000583,SA03024,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-05,2.7,1.35,0,
EV000584,SA03025,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-06,4.8,1.31,0,
EV000585,SA03025,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-06,4.8,1.31,0,
EV000586,SA03025,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-20,4.8,1.31,0,
EV000587,SA03026,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-12,0.2,1.89,1,4
EV000588,SA03026,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-24,0.2,1.89,0,4
EV000589,SA03026,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-03-02,0.2,1.89,0,
EV000590,SA03027,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-01,3.3,1.77,0,
EV000591,SA03027,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-19,3.3,1.77,1,
EV000592,SA03027,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-17,3.3,1.77,1,
EV000593,SA03027,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-05,3.3,1.77,0,
EV000594,SA03027,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-03-20,3.3,1.77,1,5
EV000595,SA03028,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-25,1.5,1.65,0,3
EV000596,SA03028,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-24,1.5,1.65,0,
EV000597,SA03029,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-12,4,1.35,0,
EV000598,SA03029,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-24,4,1.35,0,
EV000599,SA03029,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-12,4,1.35,1,
EV000600,SA03029,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-02-27,4,1.35,0,
EV000601,SA03030,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-21,5.2,1.78,0,4
EV000602,SA03030,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-06-05,5.2,1.78,0,
EV000603,SA03031,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-06-04,7.2,1.37,0,
EV000604,SA03031,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-28,7.2,1.37,1,5
EV000605,SA03031,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-09,7.2,1.37,0,
EV000606,SA03031,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-21,7.2,1.37,0,
EV000607,SA03031,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-09,7.2,1.37,0,
EV000608,SA03032,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-08,2.2,1.72,0,
EV000609,SA03033,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-06,1.9,1.99,1,
EV000610,SA03033,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-13,1.9,1.99,0,
EV000611,SA03033,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-02-13,1.9,1.99,0,
EV000612,SA03034,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-06-01,4.5,1.97,0,
EV000613,SA03034,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-04,4.5,1.97,0,
EV000614,SA03034,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-03-06,4.5,1.97,0,
EV000615,SA03035,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-02-08,3.5,1.64,0,
EV000616,SA03035,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-03-23,3.5,1.64,0,
EV000617,SA03035,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-24,3.5,1.64,0,
EV000618,SA03035,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-08,3.5,1.64,0,
EV000619,SA03036,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-03-31,0.6,1.64,0,
EV000620,SA03036,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-30,0.6,1.64,0,4
EV000621,SA03036,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-03-05,0.6,1.64,0,
EV000622,SA03036,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-01-24,0.6,1.64,0,
EV000623,SA03037,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-01-20,4.3,1.05,0,3
EV000624,SA03037,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-15,4.3,1.05,1,4
EV000625,SA03037,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-26,4.3,1.05,0,
EV000626,SA03037,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-23,4.3,1.05,0,
EV000627,SA03038,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-29,2,2.05,1,
EV000628,SA03038,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-17,2,2.05,1,
EV000629,SA03038,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-23,2,2.05,0,
EV000630,SA03038,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-25,2,2.05,0,
EV000631,SA03039,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-06-09,2.9,1.73,0,
EV000632,SA03039,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-06-02,2.9,1.73,1,5
EV000633,SA03040,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-21,0.5,1.45,0,
EV000634,SA03040,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-12,0.5,1.45,0,
EV000635,SA03041,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-02-08,2,1.58,0,
EV000636,SA03041,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-21,2,1.58,0,
EV000637,SA03041,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-27,2,1.58,0,
EV000638,SA03041,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-03,2,1.58,0,
EV000639,SA03041,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-01-27,2,1.58,0,
EV000640,SA03041,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-03-12,2,1.58,1,4
EV000641,SA03041,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-03-09,2,1.58,1,
EV000642,SA03041,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-22,2,1.58,0,
EV000643,SA03042,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-21,2,1.31,1,5
EV000644,SA03042,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-28,2,1.31,0,4
EV000645,SA03042,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-14,2,1.31,0,
EV000646,SA03042,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-22,2,1.31,1,
EV000647,SA03042,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-20,2,1.31,0,
EV000648,SA03043,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-03-05,1.3,1.21,0,
EV000649,SA03043,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-07,1.3,1.21,0,
EV000650,SA03043,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-21,1.3,1.21,0,
EV000651,SA03044,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-22,3.7,1.76,0,
EV000652,SA03044,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-03,3.7,1.76,1,
EV000653,SA03044,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-31,3.7,1.76,1,4
EV000654,SA03045,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-03-17,1.3,2.04,0,
EV000655,SA03045,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-17,1.3,2.04,1,
EV000656,SA03045,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-23,1.3,2.04,1,
EV000657,SA03045,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-04,1.3,2.04,0,
EV000658,SA03046,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-25,2.7,1.1,0,
EV000659,SA03046,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-25,2.7,1.1,0,
EV000660,SA03046,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-29,2.7,1.1,1,
EV000661,SA03046,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-03-11,2.7,1.1,0,
EV000662,SA03046,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-01,2.7,1.1,0,
EV000663,SA03047,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-17,1.6,1.96,1,
EV000664,SA03047,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-01-20,1.6,1.96,0,
EV000665,SA03047,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-01-04,1.6,1.96,1,
EV000666,SA03048,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-18,2.7,1.22,0,
EV000667,SA03048,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-04,2.7,1.22,0,
EV000668,SA03049,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-02-14,4.1,1.36,0,
EV000669,SA03049,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-04,4.1,1.36,0,
EV000670,SA03049,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-29,4.1,1.36,0,
EV000671,SA03049,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-01-03,4.1,1.36,0,3
EV000672,SA03050,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-06-03,4.5,1.36,0,
EV000673,SA03050,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-06,4.5,1.36,0,4
EV000674,SA03051,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-08,4.3,1.38,0,4
EV000675,SA03051,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-04-18,4.3,1.38,1,
EV000676,SA03051,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-23,4.3,1.38,0,
EV000677,SA03051,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-27,4.3,1.38,0,
EV000678,SA03051,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-03-19,4.3,1.38,0,
EV000679,SA03051,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-01-14,4.3,1.38,1,
EV000680,SA03051,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-01-16,4.3,1.38,0,
EV000681,SA03051,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-15,4.3,1.38,0,4
EV000682,SA03052,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-02-01,0.7,1.25,0,
EV000683,SA03052,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-26,0.7,1.25,0,
EV000684,SA03052,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-26,0.7,1.25,1,
EV000685,SA03053,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-13,3.3,1.36,0,
EV000686,SA03053,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-30,3.3,1.36,1,
EV000687,SA03053,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-05-29,3.3,1.36,0,5
EV000688,SA03054,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-11,3,1.8,0,
EV000689,SA03054,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-13,3,1.8,0,
EV000690,SA03054,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-22,3,1.8,0,3
EV000691,SA03054,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-01,3,1.8,0,
EV000692,SA03054,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-03-05,3,1.8,0,
EV000693,SA03054,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-06-03,3,1.8,1,
EV000694,SA03054,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-05-29,3,1.8,0,
EV000695,SA03055,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-01-27,1.7,1.94,0,4
EV000696,SA03055,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-04-30,1.7,1.94,0,
EV000697,SA03055,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-06-09,1.7,1.94,0,
EV000698,SA03055,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-04,1.7,1.94,0,4
EV000699,SA03055,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-01-13,1.7,1.94,0,
EV000700,SA03055,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-09,1.7,1.94,0,
EV000701,SA03056,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-01-08,0.2,1.44,0,
EV000702,SA03056,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-24,0.2,1.44,0,
EV000703,SA03056,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-15,0.2,1.44,0,
EV000704,SA03056,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-17,0.2,1.44,1,
EV000705,SA03056,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-20,0.2,1.44,0,
EV000706,SA03056,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-06-01,0.2,1.44,0,
EV000707,SA03056,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-03-13,0.2,1.44,0,
EV000708,SA03057,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-24,2.7,1.62,0,
EV000709,SA03057,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-03-18,2.7,1.62,0,
EV000710,SA03057,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-01-22,2.7,1.62,1,
EV000711,SA03057,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-02-10,2.7,1.62,0,
EV000712,SA03057,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-05,2.7,1.62,0,
EV000713,SA03058,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-04-27,2,1.67,0,4
EV000714,SA03058,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-04-18,2,1.67,0,
EV000715,SA03058,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-01-13,2,1.67,0,4
EV000716,SA03058,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-14,2,1.67,0,
EV000717,SA03058,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-03-08,2,1.67,0,
EV000718,SA03059,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-02-24,3.5,1.69,0,
EV000719,SA03059,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-14,3.5,1.69,1,
EV000720,SA03060,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-15,6.5,1.6,0,4
EV000721,SA03060,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-12,6.5,1.6,0,3
EV000722,SA03060,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-10,6.5,1.6,0,3
EV000723,SA03060,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-05-12,6.5,1.6,0,5
EV000724,SA03061,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-02-05,6.2,1.83,0,
EV000725,SA03061,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-04,6.2,1.83,0,5
EV000726,SA03061,Bang Kho Laem,A002,Schedule preventive inspection,Asset Maintenance,2025-04-25,6.2,1.83,0,4
EV000727,SA03061,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-04,6.2,1.83,1,
EV000728,SA03062,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-01-21,1.7,1.76,0,
EV000729,SA03062,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-02-18,1.7,1.76,0,
EV000730,SA03062,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-04-19,1.7,1.76,0,
EV000731,SA03063,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-04-05,4.9,1.05,0,
EV000732,SA03063,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-03-12,4.9,1.05,0,
EV000733,SA03063,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-04-25,4.9,1.05,0,
EV000734,SA03063,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-05-05,4.9,1.05,0,
EV000735,SA03063,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-03-04,4.9,1.05,0,
EV000736,SA03063,Bang Kho Laem,A003,Offer smart meter education,Customer Service,2025-06-03,4.9,1.05,0,
EV000737,SA03064,Bang Kho Laem,A001,Send peak alert,Demand Response,2025-01-30,2.7,1.5,0,
EV000738,SA03064,Bang Kho Laem,A005,Billing explanation callback,Billing Service,2025-03-03,2.7,1.5,0,
EV000739,SA03064,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-03-20,2.7,1.5,1,4
EV000740,SA03064,Bang Kho Laem,A006,Energy efficiency advisory,Efficiency Program,2025-05-02,2.7,1.5,0,
EV000741,SA03065,Bang Kho Laem,A004,Dispatch voltage quality check,Power Quality,2025-05-13,3,1.05,0,
