meter_id,district,customer_type,reading_date,kwh_current_month,kwh_previous_month,days_since_last_read,voltage_event_count_30d,estimated_read_flag,meter_age_years,anomaly_label
M000723,Phaya Thai,Industrial,2025-05-06,5201,5144,40,0,0,9,0
M000724,Thon Buri,Residential,2025-05-29,512,418,20,0,0,2,0
M000725,Bang Khen,Industrial,2025-06-19,8235,9372,20,2,0,12,0
M000726,Khlong Toei,Mixed,2025-05-02,765,438,34,3,0,13,0
M000727,Din Daeng,Commercial,2025-06-18,2646,2408,35,0,0,17,0
M000728,Phaya Thai,Commercial,2025-07-09,2702,1828,23,2,0,13,0
M000729,Phaya Thai,Residential,2025-05-11,449,567,32,1,0,1,0
M000730,Thon Buri,Government,2025-05-08,5,2519,46,6,0,8,1
M000731,Bang Kho Laem,Commercial,2025-05-02,1846,2220,32,0,0,9,0
M000732,Khlong Toei,Mixed,2025-07-25,434,537,31,3,0,8,0
M000733,Din Daeng,Commercial,2025-07-05,2581,1968,41,1,0,9,0
M000734,Din Daeng,Residential,2025-05-18,1833,438,46,7,0,14,1
M000735,Phaya Thai,Industrial,2025-06-06,5936,7128,22,0,0,16,0
M000736,Phaya Thai,Mixed,2025-06-08,506,641,31,2,0,11,0
M000737,Bang Kapi,Residential,2025-05-10,516,338,28,2,0,11,0
M000738,Thon Buri,Commercial,2025-05-01,2354,1737,38,0,0,8,0
M000739,Din Daeng,Government,2025-06-15,1932,3648,36,2,0,1,0
M000740,Bang Kho Laem,Mixed,2025-05-08,358,532,34,1,0,9,0
M000741,Bang Kapi,Industrial,2025-07-28,5301,8701,37,0,1,6,0
M000742,Bang Kapi,Residential,2025-05-20,496,604,39,0,0,4,0
M000743,Thon Buri,Residential,2025-06-04,611,590,29,0,0,1,0
M000744,Bang Kho Laem,Government,2025-05-27,2926,3732,25,3,0,4,0
M000745,Bang Kho Laem,Industrial,2025-07-14,7778,8367,29,1,0,7,0
M000746,Bang Kho Laem,Government,2025-05-01,1762,3248,34,0,0,14,0
M000747,Bang Khen,Government,2025-07-13,3505,4263,24,1,0,16,0
M000748,Bang Khen,Government,2025-07-23,3793,3253,24,0,0,1,0
M000749,Bang Kho Laem,Mixed,2025-07-25,503,636,24,2,0,14,0
M000750,Thon Buri,Government,2025-07-04,3282,4314,35,2,0,10,0
M000751,Phaya Thai,Government,2025-06-27,2836,3027,27,1,0,6,0
M000752,Khlong Toei,Industrial,2025-05-26,7232,5666,38,2,0,11,0
M000753,Khlong Toei,Mixed,2025-07-25,685,788,31,0,0,6,0
M000754,Din Daeng,Industrial,2025-07-15,6546,7398,21,0,0,15,0
M000755,Bang Khen,Commercial,2025-07-11,558,2545,52,4,0,2,1
M000756,Phaya Thai,Mixed,2025-07-10,402,375,27,1,0,2,0
M000757,Thon Buri,Commercial,2025-06-20,2090,2185,28,0,0,14,0
M000758,Lat Phrao,Commercial,2025-06-23,1799,2183,21,4,0,7,0
M000759,Lat Phrao,Residential,2025-05-08,467,495,28,2,0,19,0
M000760,Khlong Toei,Commercial,2025-07-12,2630,1809,25,0,0,5,0
M000761,Din Daeng,Commercial,2025-07-12,2051,1715,34,0,0,4,0
M000762,Bang Khen,Industrial,2025-06-03,7066,5973,23,2,1,20,0
M000763,Din Daeng,Mixed,2025-07-14,675,428,32,0,1,7,0
M000764,Bang Kho Laem,Government,2025-07-29,1849,3408,33,0,0,5,0
M000765,Phaya Thai,Mixed,2025-05-12,378,416,41,0,0,10,0
M000766,Lat Phrao,Mixed,2025-05-23,432,457,33,1,0,6,0
M000767,Thon Buri,Mixed,2025-06-04,376,535,32,0,0,2,0
M000768,Bang Kho Laem,Residential,2025-06-03,479,554,32,2,0,10,0
M000769,Phaya Thai,Industrial,2025-05-04,10576,8218,34,0,0,5,0
M000770,Bang Khen,Industrial,2025-07-05,7527,6843,20,1,0,1,0
M000771,Thon Buri,Commercial,2025-05-10,2448,2243,34,0,0,14,0
M000772,Bang Khen,Industrial,2025-07-25,8127,5207,32,1,0,12,0
M000773,Thon Buri,Industrial,2025-06-15,9471,8671,40,3,1,13,0
M000774,Din Daeng,Mixed,2025-07-09,763,541,36,2,0,15,0
M000775,Thon Buri,Residential,2025-05-10,494,618,28,4,0,9,0
M000776,Bang Khen,Government,2025-05-12,4056,1580,29,0,0,4,0
M000777,Din Daeng,Mixed,2025-07-04,1492,420,45,5,1,17,1
M000778,Lat Phrao,Residential,2025-06-25,492,586,43,0,0,5,0
M000779,Din Daeng,Industrial,2025-07-20,7432,6875,21,0,0,3,0
M000780,Din Daeng,Commercial,2025-07-11,2046,2787,36,1,0,8,0
M000781,Lat Phrao,Government,2025-06-07,3386,3883,30,2,1,7,0
M000782,Thon Buri,Government,2025-07-28,2439,3753,47,3,0,12,0
M000783,Khlong Toei,Industrial,2025-05-28,9040,8436,29,0,0,7,0
M000784,Thon Buri,Government,2025-06-16,3239,3730,31,1,0,1,0
M000785,Phaya Thai,Mixed,2025-07-06,480,539,30,1,0,6,0
M000786,Khlong Toei,Industrial,2025-05-15,7216,9356,25,2,0,1,0
M000787,Lat Phrao,Residential,2025-06-16,718,527,22,0,0,7,0
M000788,Thon Buri,Residential,2025-06-14,463,456,26,0,0,11,0
M000789,Thon Buri,Residential,2025-06-02,649,628,25,0,0,1,0
M000790,Lat Phrao,Commercial,2025-05-21,2522,2195,22,0,0,1,0
M000791,Bang Kho Laem,Industrial,2025-06-22,7375,8932,32,0,0,1,0
M000792,Lat Phrao,Industrial,2025-06-06,7918,5867,36,3,0,6,0
M000793,Thon Buri,Commercial,2025-05-08,2809,2679,38,2,0,3,0
M000794,Bang Khen,Industrial,2025-07-02,8075,8569,37,2,1,9,0
M000795,Bang Kho Laem,Government,2025-05-08,3609,4197,29,0,0,9,0
M000796,Lat Phrao,Residential,2025-07-16,615,599,30,1,0,1,0
M000797,Khlong Toei,Industrial,2025-07-02,5519,8908,26,0,0,7,0
M000798,Phaya Thai,Residential,2025-07-15,588,547,22,1,0,6,0
M000799,Lat Phrao,Industrial,2025-06-04,8113,6234,29,0,0,6,0
M000800,Din Daeng,Government,2025-07-17,2075,3889,25,0,0,2,0
M000801,Bang Kho Laem,Mixed,2025-05-15,420,500,37,2,0,8,0
M000802,Din Daeng,Government,2025-07-19,3286,4431,37,0,0,9,0
M000803,Din Daeng,Government,2025-06-08,2892,3187,29,1,1,12,0
M000804,Phaya Thai,Commercial,2025-07-12,2435,2612,33,0,0,9,0
M000805,Bang Kapi,Commercial,2025-06-16,1440,1970,26,1,0,4,0
M000806,Khlong Toei,Government,2025-05-01,3528,3672,36,0,0,1,0
M000807,Lat Phrao,Mixed,2025-07-28,588,546,28,0,0,11,0
M000808,Lat Phrao,Government,2025-06-26,3374,2648,39,1,0,7,0
M000809,Din Daeng,Commercial,2025-05-02,2326,2082,36,0,0,6,0
M000810,Din Daeng,Mixed,2025-07-26,71,503,53,6,0,6,1
M000811,Bang Kho Laem,Government,2025-07-26,2933,3404,28,0,0,1,0
M000812,Lat Phrao,Mixed,2025-05-28,464,554,26,2,0,19,0
M000813,Lat Phrao,Commercial,2025-06-25,2556,2316,35,2,0,12,0
M000814,Lat Phrao,Commercial,2025-06-19,2558,2076,25,1,0,6,0
M000815,Khlong Toei,Commercial,2025-06-07,2489,2395,25,0,0,4,0
M000816,Bang Khen,Government,2025-06-24,3415,3698,21,1,0,6,0
M000817,Bang Kapi,Government,2025-07-21,2691,2646,29,1,0,13,0
M000818,Bang Khen,Government,2025-05-10,5030,3022,30,0,0,8,0
M000819,Din Daeng,Industrial,2025-07-01,8495,8199,24,0,0,1,0
M000820,Lat Phrao,Mixed,2025-05-06,546,464,27,1,0,6,0
M000821,Thon Buri,Residential,2025-06-30,467,663,23,0,0,5,0
M000822,Bang Kapi,Residential,2025-06-23,614,295,27,1,0,3,0
M000823,Bang Kapi,Commercial,2025-07-14,2564,2673,43,2,0,1,0
M000824,Bang Kapi,Mixed,2025-05-14,567,432,38,0,0,3,0
M000825,Khlong Toei,Government,2025-06-07,3418,3262,34,0,0,6,0
M000826,Khlong Toei,Mixed,2025-05-07,550,515,23,0,0,2,0
M000827,Bang Kapi,Mixed,2025-07-10,444,559,28,0,0,12,0
M000828,Phaya Thai,Residential,2025-05-29,379,404,42,1,0,10,0
M000829,Bang Kapi,Industrial,2025-06-16,8566,9174,29,2,0,1,0
M000830,Din Daeng,Commercial,2025-06-08,2049,2340,33,2,0,14,0
M000831,Thon Buri,Mixed,2025-05-05,523,541,25,1,0,11,0
M000832,Bang Kapi,Commercial,2025-06-25,2474,2811,25,0,0,8,0
M000833,Khlong Toei,Industrial,2025-06-06,3047,7268,24,0,0,12,0
M000834,Bang Kho Laem,Commercial,2025-05-26,2411,2251,28,2,0,1,0
M000835,Bang Khen,Industrial,2025-07-05,6875,8089,32,1,0,8,0
M000836,Din Daeng,Industrial,2025-05-20,8618,10295,35,0,0,5,0
M000837,Phaya Thai,Industrial,2025-05-22,8098,9043,38,3,1,8,0
M000838,Bang Kho Laem,Commercial,2025-05-23,360,2205,33,6,0,8,1
M000839,Thon Buri,Government,2025-05-27,3564,2321,30,0,0,8,0
M000840,Bang Kapi,Residential,2025-06-17,510,539,29,5,0,4,0
M000841,Thon Buri,Residential,2025-06-11,682,515,26,2,0,10,0
M000842,Khlong Toei,Government,2025-05-06,3596,4094,32,0,0,13,0
M000843,Bang Kapi,Commercial,2025-06-30,2297,1851,27,2,0,2,0
M000844,Lat Phrao,Commercial,2025-06-21,2629,2716,35,1,0,5,0
M000845,Khlong Toei,Residential,2025-06-26,619,621,41,1,0,12,0
M000846,Lat Phrao,Government,2025-05-18,2747,3497,29,3,0,11,0
M000847,Bang Khen,Residential,2025-06-30,885,648,31,0,0,13,0
M000848,Bang Kho Laem,Residential,2025-07-14,545,428,28,0,0,1,0
M000849,Phaya Thai,Commercial,2025-06-03,2085,2389,33,1,0,10,0
M000850,Bang Khen,Commercial,2025-07-22,6541,2998,47,5,0,18,1
M000851,Bang Khen,Mixed,2025-05-03,468,488,31,3,0,12,0
M000852,Bang Kho Laem,Residential,2025-05-22,539,552,32,3,0,3,0
M000853,Bang Kapi,Residential,2025-06-21,478,520,22,1,0,2,0
M000854,Din Daeng,Commercial,2025-07-11,1997,2436,33,0,0,18,0
M000855,Khlong Toei,Residential,2025-06-23,87,469,55,5,1,8,1
M000856,Din Daeng,Industrial,2025-07-24,6887,4878,39,1,0,2,0
M000857,Thon Buri,Mixed,2025-07-12,475,457,29,0,0,6,0
M000858,Bang Kapi,Residential,2025-05-22,496,552,31,1,0,8,0
M000859,Bang Kapi,Mixed,2025-06-21,459,329,30,1,0,3,0
M000860,Bang Kho Laem,Commercial,2025-06-23,2299,2287,20,2,1,8,0
M000861,Bang Kapi,Commercial,2025-07-04,3025,1297,30,1,0,1,0
M000862,Khlong Toei,Mixed,2025-06-18,529,528,32,0,0,16,0
M000863,Phaya Thai,Commercial,2025-05-15,1928,2501,25,2,0,10,0
M000864,Bang Kapi,Industrial,2025-07-05,8933,6695,35,1,0,9,0
M000865,Thon Buri,Mixed,2025-05-22,652,373,28,0,0,12,0
M000866,Lat Phrao,Residential,2025-07-11,390,584,20,1,0,21,0
M000867,Bang Kapi,Industrial,2025-07-11,6019,6318,33,0,0,8,0
M000868,Bang Kho Laem,Industrial,2025-07-17,9168,5411,29,0,0,8,0
M000869,Bang Khen,Residential,2025-06-09,541,578,37,0,0,1,0
M000870,Din Daeng,Mixed,2025-07-25,1589,651,53,4,1,7,1
M000871,Bang Khen,Commercial,2025-05-02,2385,2782,43,0,0,14,0
M000872,Bang Kapi,Commercial,2025-07-04,2416,2594,20,3,0,14,0
M000873,Lat Phrao,Government,2025-05-23,2084,3865,42,1,0,4,0
M000874,Din Daeng,Residential,2025-06-30,564,396,29,0,0,7,0
M000875,Lat Phrao,Industrial,2025-05-13,10472,5252,31,1,0,7,0
M000876,Bang Kho Laem,Government,2025-05-27,3338,2608,30,3,0,7,0
M000877,Thon Buri,Mixed,2025-07-04,496,527,34,0,0,18,0
M000878,Din Daeng,Commercial,2025-05-20,2122,2363,20,1,0,13,0
M000879,Khlong Toei,Residential,2025-05-08,616,474,33,0,0,7,0
M000880,Din Daeng,Commercial,2025-05-30,2175,1224,29,1,1,2,0
M000881,Din Daeng,Commercial,2025-07-04,2393,2306,28,2,0,17,0
M000882,Bang Kho Laem,Government,2025-05-15,3298,2916,25,0,0,7,0
M000883,Lat Phrao,Residential,2025-07-03,462,402,32,2,0,4,0
M000884,Thon Buri,Commercial,2025-07-18,1967,1831,31,1,0,3,0
M000885,Bang Khen,Mixed,2025-06-09,541,310,29,2,0,6,0
M000886,Phaya Thai,Commercial,2025-05-09,1653,2071,37,1,0,12,0
M000887,Bang Khen,Commercial,2025-05-18,2554,1668,28,1,0,4,0
M000888,Bang Khen,Government,2025-07-29,2260,3913,32,3,0,5,0
M000889,Khlong Toei,Mixed,2025-05-05,530,458,28,0,0,6,0
M000890,Lat Phrao,Commercial,2025-05-21,1816,2892,30,3,0,8,0
M000891,Lat Phrao,Government,2025-05-06,3682,3573,38,4,0,7,0
M000892,Phaya Thai,Residential,2025-05-28,521,391,28,2,0,4,0
M000893,Thon Buri,Commercial,2025-05-24,2129,2617,31,4,0,13,0
M000894,Bang Kho Laem,Industrial,2025-06-20,7985,6506,25,2,0,3,0
M000895,Lat Phrao,Industrial,2025-07-01,10894,7893,32,3,0,1,0
M000896,Lat Phrao,Mixed,2025-07-26,1570,490,49,3,1,11,1
M000897,Din Daeng,Government,2025-06-23,3272,3881,25,0,0,1,0
M000898,Khlong Toei,Mixed,2025-07-18,461,634,30,0,0,12,0
M000899,Bang Kho Laem,Residential,2025-07-14,386,378,30,2,0,9,0
M000900,Bang Kapi,Residential,2025-07-02,474,590,30,0,0,11,0
M000901,Lat Phrao,Industrial,2025-05-29,8121,5566,34,3,0,7,0
M000902,Bang Kho Laem,Mixed,2025-07-19,598,516,33,0,0,17,0
M000903,Bang Kapi,Residential,2025-07-11,529,354,28,0,0,9,0
M000904,Din Daeng,Industrial,2025-06-14,6949,6451,20,1,0,3,0
M000905,Din Daeng,Government,2025-07-02,8402,3100,50,4,0,9,1
M000906,Bang Kho Laem,Commercial,2025-07-03,2090,1711,40,0,0,14,0
M000907,Thon Buri,Residential,2025-05-21,529,421,29,1,0,4,0
M000908,Khlong Toei,Mixed,2025-05-03,483,441,25,3,0,11,0
M000909,Bang Khen,Commercial,2025-05-02,2531,3126,36,3,0,11,0
M000910,Phaya Thai,Industrial,2025-05-19,8166,7439,22,0,0,8,0
M000911,Thon Buri,Residential,2025-06-21,410,536,36,0,0,9,0
M000912,Bang Khen,Mixed,2025-05-13,629,510,29,2,0,4,0
M000913,Lat Phrao,Mixed,2025-05-07,560,389,31,0,0,6,0
M000914,Lat Phrao,Residential,2025-07-25,652,484,24,2,0,8,0
M000915,Bang Kapi,Industrial,2025-07-10,6106,9873,26,2,0,14,0
M000916,Khlong Toei,Government,2025-06-30,2722,3812,37,2,0,9,0
M000917,Bang Khen,Mixed,2025-07-18,361,507,44,4,1,5,1
M000918,Bang Khen,Government,2025-06-21,3667,3031,35,4,0,17,0
M000919,Din Daeng,Residential,2025-05-08,389,633,36,0,0,16,0
M000920,Khlong Toei,Residential,2025-05-25,546,499,31,0,0,8,0
M000921,Thon Buri,Industrial,2025-06-07,7778,9662,22,2,0,2,0
M000922,Phaya Thai,Mixed,2025-05-19,809,435,29,0,0,1,0
M000923,Bang Kho Laem,Commercial,2025-05-05,3071,1595,40,1,0,8,0
M000924,Bang Kho Laem,Mixed,2025-07-13,548,484,24,0,0,18,0
M000925,Bang Kapi,Mixed,2025-07-11,430,388,30,1,0,11,0
M000926,Bang Kho Laem,Residential,2025-06-21,448,520,36,3,0,15,0
M000927,Phaya Thai,Industrial,2025-05-01,6198,8972,29,1,0,7,0
M000928,Din Daeng,Commercial,2025-06-19,2523,2240,25,0,0,7,0
M000929,Bang Kapi,Residential,2025-06-06,506,514,34,0,0,6,0
M000930,Din Daeng,Mixed,2025-06-06,1359,437,46,7,0,17,1
M000931,Khlong Toei,Commercial,2025-05-13,2275,1828,29,2,0,9,0
M000932,Din Daeng,Government,2025-06-15,3203,3413,36,0,0,8,0
M000933,Bang Khen,Government,2025-05-04,2952,2977,34,1,0,4,0
M000934,Phaya Thai,Mixed,2025-07-27,409,517,42,1,1,11,0
M000935,Bang Kapi,Mixed,2025-05-28,505,585,24,1,0,7,0
M000936,Phaya Thai,Commercial,2025-07-04,2120,1908,30,1,0,10,0
M000937,Bang Kapi,Government,2025-05-31,3754,3970,28,3,0,11,0
M000938,Thon Buri,Government,2025-07-25,4039,2704,30,1,0,1,0
M000939,Lat Phrao,Commercial,2025-06-29,5,2390,42,7,0,13,1
M000940,Khlong Toei,Commercial,2025-06-09,3181,2488,28,1,0,7,0
M000941,Bang Khen,Mixed,2025-06-02,642,495,26,0,0,6,0
M000942,Phaya Thai,Industrial,2025-06-30,8340,9172,27,3,0,14,0
M000943,Thon Buri,Commercial,2025-07-04,3212,2136,32,2,0,9,0
M000944,Din Daeng,Government,2025-05-19,3101,3823,32,0,0,10,0
M000945,Thon Buri,Government,2025-06-02,3749,2629,33,1,0,17,0
M000946,Bang Kho Laem,Mixed,2025-06-20,629,468,31,1,0,8,0
M000947,Bang Khen,Government,2025-06-27,3703,2942,26,4,0,1,0
M000948,Bang Khen,Residential,2025-05-30,767,567,31,1,0,7,0
M000949,Lat Phrao,Commercial,2025-07-29,2031,1846,28,1,0,6,0
M000950,Lat Phrao,Mixed,2025-06-26,427,799,28,2,0,7,0
M000951,Bang Kapi,Mixed,2025-05-23,622,495,26,2,0,15,0
M000952,Bang Khen,Commercial,2025-07-26,2174,2383,31,0,0,3,0
M000953,Phaya Thai,Industrial,2025-05-16,6043,7879,25,1,0,2,0
M000954,Khlong Toei,Residential,2025-06-08,548,551,31,0,0,1,0
M000955,Khlong Toei,Residential,2025-07-16,427,224,30,1,0,8,0
M000956,Phaya Thai,Commercial,2025-06-26,6909,1115,57,7,0,12,1
M000957,Thon Buri,Commercial,2025-05-19,2433,2529,25,2,0,9,0
M000958,Phaya Thai,Commercial,2025-07-28,2951,2006,33,2,0,9,0
M000959,Bang Khen,Commercial,2025-07-19,2507,1844,28,2,1,1,0
M000960,Bang Kho Laem,Commercial,2025-05-09,2367,1973,35,4,0,10,0
M000961,Bang Kapi,Government,2025-07-19,4431,2841,24,3,0,14,0
M000962,Thon Buri,Commercial,2025-06-05,2066,2093,39,0,0,5,0
M000963,Phaya Thai,Residential,2025-05-26,499,583,26,1,0,2,0
M000964,Khlong Toei,Residential,2025-07-24,495,588,24,0,0,3,0
M000965,Thon Buri,Commercial,2025-05-08,2052,1866,35,4,0,8,0
M000966,Thon Buri,Residential,2025-05-09,463,544,34,0,0,3,0
M000967,Lat Phrao,Industrial,2025-06-18,6594,8337,37,0,0,2,0
M000968,Phaya Thai,Government,2025-05-11,3511,2793,32,1,0,5,0
M000969,Thon Buri,Government,2025-07-20,3129,2552,32,1,0,22,0
M000970,Bang Khen,Government,2025-05-01,3897,2734,34,0,0,11,0
M000971,Bang Khen,Commercial,2025-05-30,2415,2112,33,0,0,7,0
M000972,Khlong Toei,Industrial,2025-06-28,9049,5644,31,0,0,4,0
M000973,Din Daeng,Mixed,2025-06-25,331,448,31,2,0,8,0
M000974,Bang Kapi,Residential,2025-07-01,467,503,34,1,0,13,0
M000975,Phaya Thai,Commercial,2025-06-23,2803,2228,31,0,1,12,0
M000976,Bang Kapi,Industrial,2025-06-19,6435,8604,24,0,0,4,0
M000977,Bang Khen,Commercial,2025-06-08,2376,1993,32,0,0,7,0
M000978,Thon Buri,Industrial,2025-06-13,5414,7897,25,2,0,1,0
M000979,Thon Buri,Industrial,2025-07-05,10336,7195,29,2,0,8,0
M000980,Thon Buri,Commercial,2025-06-07,1342,2360,24,3,0,3,0
M000981,Phaya Thai,Industrial,2025-05-23,5,6533,45,4,1,6,1
M000982,Phaya Thai,Mixed,2025-05-02,392,638,37,0,0,1,0
M000983,Thon Buri,Industrial,2025-07-08,8571,8450,34,0,0,7,0
M000984,Lat Phrao,Commercial,2025-06-15,2151,2499,32,2,0,10,0
M000985,Thon Buri,Industrial,2025-05-29,7227,6027,34,2,0,4,0
M000986,Lat Phrao,Mixed,2025-07-14,563,414,29,0,0,10,0
M000987,Lat Phrao,Industrial,2025-05-11,10356,5733,30,1,0,5,0
M000988,Bang Kho Laem,Mixed,2025-06-05,466,477,33,2,0,5,0
M000989,Phaya Thai,Residential,2025-06-08,683,594,33,1,0,8,0
M000990,Khlong Toei,Residential,2025-07-05,424,564,25,1,0,7,0
M000991,Khlong Toei,Industrial,2025-07-21,9708,6128,29,2,0,4,0
M000992,Bang Kho Laem,Industrial,2025-07-25,6910,8287,35,2,0,16,0
M000993,Din Daeng,Industrial,2025-05-20,7730,7965,26,2,0,7,0
M000994,Din Daeng,Government,2025-07-25,2716,3410,24,0,0,12,0
M000995,Bang Kapi,Industrial,2025-06-03,10546,7137,33,2,0,4,0
M000996,Thon Buri,Industrial,2025-05-14,9447,8874,35,0,0,6,0
M000997,Khlong Toei,Mixed,2025-07-15,483,426,33,3,0,2,0
M000998,Phaya Thai,Mixed,2025-06-01,346,542,27,0,0,8,0
M000999,Bang Kapi,Residential,2025-05-18,568,491,43,1,0,10,0
M001000,Phaya Thai,Mixed,2025-06-01,201,445,22,3,0,6,0
M001001,Khlong Toei,Commercial,2025-05-21,2280,2052,31,0,0,9,0
M001002,Bang Kho Laem,Mixed,2025-05-15,518,613,36,0,0,1,0
M001003,Bang Khen,Residential,2025-05-16,555,624,29,1,0,3,0
M001004,Bang Kapi,Mixed,2025-05-04,617,531,29,0,0,11,0
M001005,Bang Kapi,Mixed,2025-06-27,376,390,31,0,0,7,0
M001006,Bang Kho Laem,Commercial,2025-06-22,2087,1837,25,0,0,10,0
M001007,Thon Buri,Industrial,2025-05-04,7851,7603,34,0,0,3,0
M001008,Bang Kho Laem,Commercial,2025-06-22,6780,2476,45,9,0,5,1
M001009,Bang Khen,Mixed,2025-07-09,434,481,27,2,1,7,0
M001010,Phaya Thai,Residential,2025-05-15,504,502,26,3,0,6,0
M001011,Lat Phrao,Industrial,2025-06-02,9944,8023,35,2,0,1,0
M001012,Phaya Thai,Industrial,2025-05-17,8495,5422,25,4,0,7,0
M001013,Din Daeng,Commercial,2025-07-24,2130,2274,23,1,0,18,0
M001014,Lat Phrao,Residential,2025-06-01,465,551,29,0,0,5,0
M001015,Lat Phrao,Mixed,2025-06-24,565,551,30,1,0,2,0
M001016,Thon Buri,Residential,2025-07-10,397,423,37,0,0,7,0
M001017,Khlong Toei,Industrial,2025-07-22,5729,9074,27,0,0,6,0
M001018,Phaya Thai,Mixed,2025-07-24,500,641,38,1,1,1,0
M001019,Din Daeng,Commercial,2025-05-12,2404,3146,44,1,0,10,0
M001020,Khlong Toei,Mixed,2025-07-29,331,645,43,3,0,1,0
M001021,Khlong Toei,Mixed,2025-06-26,523,407,35,0,0,17,0
M001022,Khlong Toei,Commercial,2025-07-12,1950,2122,45,0,0,8,0
M001023,Lat Phrao,Government,2025-07-16,3111,3702,36,0,0,14,0
M001024,Bang Kapi,Government,2025-05-01,2608,2483,27,3,0,10,0
M001025,Khlong Toei,Commercial,2025-07-20,2163,2678,39,2,1,10,0
M001026,Lat Phrao,Government,2025-07-03,5,2541,45,3,0,15,1
M001027,Din Daeng,Industrial,2025-05-26,6864,6974,26,2,0,6,0
M001028,Din Daeng,Residential,2025-07-11,428,563,24,1,0,6,0
M001029,Lat Phrao,Mixed,2025-07-09,506,607,32,2,0,6,0
M001030,Phaya Thai,Mixed,2025-07-24,397,499,27,2,0,3,0
M001031,Bang Kho Laem,Industrial,2025-07-16,4972,6400,40,1,0,1,0
M001032,Lat Phrao,Commercial,2025-07-18,2074,1823,21,4,0,4,0
M001033,Bang Khen,Mixed,2025-07-17,449,599,25,0,0,8,0
M001034,Khlong Toei,Mixed,2025-05-09,410,480,33,0,0,12,0
M001035,Bang Kapi,Commercial,2025-05-06,5,2342,48,3,1,1,1
M001036,Bang Kho Laem,Mixed,2025-07-12,601,560,33,0,0,7,0
M001037,Bang Khen,Mixed,2025-06-12,508,737,38,4,1,1,0
M001038,Din Daeng,Residential,2025-05-02,607,488,29,0,0,4,0
M001039,Khlong Toei,Government,2025-06-28,3137,3754,29,2,0,8,0
M001040,Bang Kho Laem,Government,2025-07-07,3203,3415,29,1,0,2,0
M001041,Lat Phrao,Government,2025-05-29,2560,3481,40,2,0,6,0
M001042,Din Daeng,Government,2025-06-09,3084,3592,34,0,0,3,0
M001043,Phaya Thai,Government,2025-07-04,4005,3037,32,3,0,10,0
M001044,Phaya Thai,Mixed,2025-07-29,583,556,25,1,0,6,0
M001045,Bang Khen,Mixed,2025-06-04,479,497,31,0,0,9,0
M001046,Bang Kapi,Mixed,2025-07-04,594,478,43,0,0,13,0
M001047,Bang Khen,Residential,2025-06-07,511,602,27,1,0,7,0
M001048,Phaya Thai,Mixed,2025-05-03,533,631,25,3,0,13,0
M001049,Din Daeng,Industrial,2025-07-13,6515,8512,38,0,0,9,0
M001050,Lat Phrao,Residential,2025-06-10,476,633,34,3,0,4,0
M001051,Din Daeng,Industrial,2025-06-06,6463,6653,28,3,0,7,0
M001052,Phaya Thai,Industrial,2025-06-10,8594,7020,24,1,0,7,0
M001053,Lat Phrao,Industrial,2025-07-05,7615,8501,31,1,0,4,0
M001054,Din Daeng,Mixed,2025-07-13,380,545,25,3,0,4,0
M001055,Khlong Toei,Commercial,2025-05-30,2698,2963,29,0,0,17,0
M001056,Bang Khen,Commercial,2025-06-30,1518,2192,29,2,0,14,0
M001057,Lat Phrao,Mixed,2025-06-20,442,521,24,0,0,5,0
M001058,Lat Phrao,Mixed,2025-07-18,353,517,24,2,0,7,0
M001059,Bang Kapi,Commercial,2025-07-22,1621,2970,32,0,0,2,0
M001060,Bang Kho Laem,Industrial,2025-07-12,4797,7289,30,0,0,9,0
M001061,Lat Phrao,Mixed,2025-07-12,547,586,25,1,0,7,0
M001062,Thon Buri,Industrial,2025-07-09,7283,11682,31,0,0,4,0
M001063,Khlong Toei,Mixed,2025-07-20,500,453,39,1,0,6,0
M001064,Bang Khen,Mixed,2025-06-12,618,591,30,0,0,15,0
M001065,Din Daeng,Mixed,2025-05-28,517,593,37,2,0,8,0
M001066,Lat Phrao,Industrial,2025-06-20,7731,7371,40,0,0,8,0
M001067,Din Daeng,Industrial,2025-06-11,5607,5396,27,2,0,12,0
M001068,Bang Khen,Industrial,2025-05-18,4494,8251,25,1,0,17,0
M001069,Din Daeng,Residential,2025-07-08,541,555,41,1,0,1,0
M001070,Phaya Thai,Residential,2025-07-04,625,478,36,2,0,7,0
M001071,Bang Khen,Residential,2025-06-26,513,399,33,4,0,3,0
M001072,Bang Kapi,Government,2025-07-17,2073,3072,32,3,0,1,0
M001073,Phaya Thai,Industrial,2025-06-09,7852,9162,29,1,0,3,0
M001074,Bang Kapi,Commercial,2025-06-19,1581,1945,29,0,0,5,0
M001075,Lat Phrao,Residential,2025-07-27,531,420,20,0,0,6,0
M001076,Khlong Toei,Industrial,2025-06-05,6362,6718,33,2,0,4,0
M001077,Lat Phrao,Industrial,2025-07-23,5714,7644,26,0,0,7,0
M001078,Bang Khen,Government,2025-05-24,3752,4240,37,2,0,5,0
M001079,Phaya Thai,Residential,2025-06-16,531,588,32,1,1,12,0
M001080,Thon Buri,Commercial,2025-06-22,3773,1718,22,2,0,11,0
M001081,Bang Khen,Mixed,2025-06-26,428,540,27,2,0,10,0
M001082,Bang Kho Laem,Industrial,2025-05-16,1108,7224,51,7,0,7,1
M001083,Lat Phrao,Residential,2025-07-27,579,486,33,1,0,13,0
